name,province,type,status,effective_date,notes
Notre-Dame-du-Mont-Carmel,Quebec,Parish,Registered,2012-01-01,
Notre-Dame-du-Nord,Quebec,Municipality,Registered,2012-01-01,
Notre-Dame-du-Portage,Quebec,Municipality,Registered,2012-01-01,
Notre-Dame-du-Rosaire,Quebec,Municipality,Registered,2012-01-01,
Notre-Dame-du-Sacré-Cœur-d'Issoudun,Quebec,Parish,Registered,2012-01-01,
Nouvelle,Quebec,Municipality,Registered,2012-01-01,
Noyan,Quebec,Municipality,Registered,2012-01-01,
Ogden,Quebec,Municipality,Registered,2012-01-01,
Oka,Quebec,Municipality,Registered,2012-01-01,
Orford,Quebec,Township,Registered,2012-01-01,
Ormstown,Quebec,Municipality,Registered,2012-01-01,
Otter Lake,Quebec,Municipality,Registered,2012-01-01,
Otterburn Park,Quebec,City/Town,Registered,2012-01-01,
Packington,Quebec,Parish,Registered,2012-01-01,
Padoue,Quebec,Municipality,Registered,2012-01-01,
Palmarolle,Quebec,Municipality,Registered,2012-01-01,
Papineauville,Quebec,Municipality,Registered,2012-01-01,
Parisville,Quebec,Parish,Registered,2012-01-01,
Paspébiac,Quebec,City/Town,Registered,2012-01-01,
Percé,Quebec,City/Town,Registered,2012-01-01,
Péribonka,Quebec,Municipality,Registered,2012-01-01,
Petite-Rivière-Saint-François,Quebec,Municipality,Registered,2012-01-01,
Petite-Vallée,Quebec,Municipality,Registered,2012-01-01,
Petit-Saguenay,Quebec,Municipality,Registered,2012-01-01,
Piedmont,Quebec,Municipality,Registered,2012-01-01,
Pierreville,Quebec,Municipality,Registered,2012-01-01,
Pincourt,Quebec,City/Town,Registered,2012-01-01,
Piopolis,Quebec,Municipality,Registered,2012-01-01,
Plaisance,Quebec,Municipality,Registered,2012-01-01,
Plessisville,Quebec,Parish,Registered,2012-01-01,
Plessisville,Quebec,City/Town,Registered,2012-01-01,
Pohénégamook,Quebec,City/Town,Registered,2012-01-01,
Pointe-à-la-Croix,Quebec,Municipality,Registered,2012-01-01,
Pointe-aux-Outardes,Quebec,Village,Registered,2012-01-01,
Pointe-Calumet,Quebec,Municipality,Registered,2012-01-01,
Pointe-Claire,Quebec,City/Town,Registered,2012-01-01,
Pointe-des-Cascades,Quebec,Village,Registered,2012-01-01,
Pointe-Fortune,Quebec,Village,Registered,2012-01-01,
Pointe-Lebel,Quebec,Village,Registered,2012-01-01,
Pontiac,Quebec,Municipality,Registered,2012-01-01,
Pont-Rouge,Quebec,City/Town,Registered,2012-01-01,
Portage-du-Fort,Quebec,Village,Registered,2012-01-01,
Port-Cartier,Quebec,City/Town,Registered,2012-01-01,
Port-Daniel--Gascons,Quebec,Municipality,Registered,2012-01-01,
Portneuf,Quebec,City/Town,Registered,2012-01-01,
Portneuf-sur-Mer,Quebec,Municipality,Registered,2012-01-01,
Potton,Quebec,Township,Registered,2012-01-01,
Poularies,Quebec,Municipality,Registered,2012-01-01,
Preissac,Quebec,Municipality,Registered,2012-01-01,
Prévost,Quebec,City/Town,Registered,2012-01-01,
Price,Quebec,Village,Registered,2012-01-01,
Princeville,Quebec,City/Town,Registered,2012-01-01,
Puvirnituq,Quebec,Northern village,Registered,2012-01-01,
Quaqtaq,Quebec,Northern village,Registered,2012-01-01,
Québec,Quebec,City/Town,Registered,2012-01-01,
Racine,Quebec,Municipality,Registered,2012-01-01,
Ragueneau,Quebec,Parish,Registered,2012-01-01,
Rapide-Danseur,Quebec,Municipality,Registered,2012-01-01,
Rapides-des-Joachims,Quebec,Municipality,Registered,2012-01-01,
Rawdon,Quebec,Municipality,Registered,2012-01-01,
Rémigny,Quebec,Municipality,Registered,2012-01-01,
Repentigny,Quebec,City/Town,Registered,2012-01-01,
Richelieu,Quebec,City/Town,Registered,2012-01-01,
Richmond,Quebec,City/Town,Registered,2012-01-01,
Rigaud,Quebec,Municipality,Registered,2012-01-01,
Rimouski,Quebec,City/Town,Registered,2012-01-01,
Ripon,Quebec,Municipality,Registered,2012-01-01,
Ristigouche-Partie-Sud-Est,Quebec,Township,Registered,2012-01-01,
Rivière-à-Claude,Quebec,Municipality,Registered,2012-01-01,
Rivière-à-Pierre,Quebec,Municipality,Registered,2012-01-01,
Rivière-au-Tonnerre,Quebec,Municipality,Registered,2012-01-01,
Rivière-Beaudette,Quebec,Municipality,Registered,2012-01-01,
Rivière-Bleue,Quebec,Municipality,Registered,2012-01-01,
Rivière-du-Loup,Quebec,City/Town,Registered,2012-01-01,
Rivière-Éternité,Quebec,Municipality,Registered,2012-01-01,
Rivière-Héva,Quebec,Municipality,Registered,2012-01-01,
Rivière-Ouelle,Quebec,Municipality,Registered,2012-01-01,
Rivière-Rouge,Quebec,City/Town,Registered,2012-01-01,
Rivière-Saint-Jean,Quebec,Municipality,Registered,2012-01-01,
Roberval,Quebec,City/Town,Registered,2012-01-01,
Rochebaucourt,Quebec,Municipality,Registered,2012-01-01,
Roquemaure,Quebec,Municipality,Registered,2012-01-01,
Rosemère,Quebec,City/Town,Registered,2012-01-01,
Rougemont,Quebec,Municipality,Registered,2012-01-01,
Rouyn-Noranda,Quebec,City/Town,Registered,2012-01-01,
Roxton,Quebec,Township,Registered,2012-01-01,
Roxton Falls,Quebec,Village,Registered,2012-01-01,
Roxton Pond,Quebec,Municipality,Registered,2012-01-01,
Sacré-Cœur,Quebec,Municipality,Registered,2012-01-01,
Sacré-Cœur-de-Jésus,Quebec,Parish,Registered,2012-01-01,
Saguenay,Quebec,City/Town,Registered,2012-01-01,
Saint-Adalbert,Quebec,Municipality,Registered,2012-01-01,
Saint-Adelme,Quebec,Parish,Registered,2012-01-01,
Saint-Adelphe,Quebec,Parish,Registered,2012-01-01,
Saint-Adolphe-d'Howard,Quebec,Municipality,Registered,2012-01-01,
Saint-Adrien,Quebec,Municipality,Registered,2012-01-01,
Saint-Adrien-d'Irlande,Quebec,Municipality,Registered,2012-01-01,
Saint-Agapit,Quebec,Municipality,Registered,2012-01-01,
Saint-Aimé,Quebec,Municipality,Registered,2012-01-01,
Saint-Aimé-des-Lacs,Quebec,Municipality,Registered,2012-01-01,
Saint-Aimé-du-Lac-des-Îles,Quebec,Municipality,Registered,2012-01-01,
Saint-Alban,Quebec,Municipality,Registered,2012-01-01,
Saint-Albert,Quebec,Municipality,Registered,2012-01-01,
Saint-Alexandre,Quebec,Municipality,Registered,2012-01-01,
Saint-Alexandre-de-Kamouraska,Quebec,Municipality,Registered,2012-01-01,
Saint-Alexandre-des-Lacs,Quebec,Parish,Registered,2012-01-01,
Saint-Alexis,Quebec,Parish,Terminated,2012-12-19,
Saint-Alexis,Quebec,Village,Terminated,2012-12-19,
Saint-Alexis,Quebec,Municipality,Registered,2012-12-19,
Saint-Alexis-de-Matapédia,Quebec,Municipality,Registered,2012-01-01,
Saint-Alexis-des-Monts,Quebec,Parish,Registered,2012-01-01,
Saint-Alfred,Quebec,Municipality,Registered,2012-01-01,
Saint-Alphonse,Quebec,Municipality,Registered,2012-01-01,
Saint-Alphonse-de-Granby,Quebec,Municipality,Registered,2012-01-01,
Saint-Alphonse-Rodriguez,Quebec,Municipality,Registered,2012-01-01,
Saint-Amable,Quebec,Municipality,Registered,2012-01-01,
Saint-Ambroise,Quebec,Municipality,Registered,2012-01-01,
Saint-Ambroise-de-Kildare,Quebec,Parish,Registered,2012-01-01,
Saint-Anaclet-de-Lessard,Quebec,Parish,Registered,2012-01-01,
Saint-André,Quebec,Municipality,Registered,2012-01-01,
Saint-André-Avellin,Quebec,Municipality,Registered,2012-01-01,
Saint-André-d'Argenteuil,Quebec,Municipality,Registered,2012-01-01,
Saint-André-de-Restigouche,Quebec,Municipality,Registered,2012-01-01,
Saint-André-du-Lac-Saint-Jean,Quebec,Village,Registered,2012-01-01,
Saint-Anicet,Quebec,Parish,Registered,2012-01-01,
Saint-Anselme,Quebec,Municipality,Registered,2012-01-01,
Saint-Antoine-de-l'Isle-aux-Grues,Quebec,Parish,Registered,2012-01-01,
Saint-Antoine-de-Tilly,Quebec,Municipality,Registered,2012-01-01,
Saint-Antoine-sur-Richelieu,Quebec,Municipality,Registered,2012-01-01,
Saint-Antonin,Quebec,Parish,Registered,2012-01-01,
Saint-Apollinaire,Quebec,Municipality,Registered,2012-01-01,
Saint-Armand,Quebec,Municipality,Registered,2012-01-01,
Saint-Arsène,Quebec,Parish,Registered,2012-01-01,
Saint-Athanase,Quebec,Municipality,Registered,2012-01-01,
Saint-Aubert,Quebec,Municipality,Registered,2012-01-01,
Saint-Augustin,Quebec,Municipality,Registered,2012-01-01,
Saint-Augustin,Quebec,Parish,Registered,2012-01-01,
Saint-Augustin-de-Desmaures,Quebec,City/Town,Registered,2012-01-01,
Saint-Augustin-de-Woburn,Quebec,Parish,Registered,2012-01-01,
Saint-Barnabé,Quebec,Parish,Registered,2012-01-01,
Saint-Barnabé-Sud,Quebec,Municipality,Registered,2012-01-01,
Saint-Barthélemy,Quebec,Parish,Registered,2012-01-01,
Saint-Basile,Quebec,City/Town,Registered,2012-01-01,
Saint-Basile-le-Grand,Quebec,City/Town,Registered,2012-01-01,
Saint-Benjamin,Quebec,Municipality,Registered,2012-01-01,
Saint-Benoît-du-Lac,Quebec,Municipality,Registered,2012-01-01,
Saint-Benoît-Labre,Quebec,Municipality,Registered,2012-01-01,
Saint-Bernard,Quebec,Municipality,Registered,2012-01-01,
Saint-Bernard-de-Lacolle,Quebec,Parish,Registered,2012-01-01,
Saint-Bernard-de-Michaudville,Quebec,Municipality,Registered,2012-01-01,
Saint-Blaise-sur-Richelieu,Quebec,Municipality,Registered,2012-01-01,
Saint-Bonaventure,Quebec,Municipality,Registered,2012-01-01,
Saint-Boniface,Quebec,Municipality,Registered,2012-01-01,
Saint-Bruno,Quebec,Municipality,Registered,2012-01-01,
Saint-Bruno-de-Guigues,Quebec,Municipality,Registered,2012-01-01,
Saint-Bruno-de-Kamouraska,Quebec,Municipality,Registered,2012-01-01,
Saint-Bruno-de-Montarville,Quebec,City/Town,Registered,2012-01-01,
Saint-Calixte,Quebec,Municipality,Registered,2012-01-01,
Saint-Camille,Quebec,Township,Registered,2012-01-01,
Saint-Camille-de-Lellis,Quebec,Parish,Registered,2012-01-01,
Saint-Casimir,Quebec,Municipality,Registered,2012-01-01,
Saint-Célestin,Quebec,Municipality,Registered,2012-01-01,
Saint-Célestin,Quebec,Village,Registered,2012-01-01,
Saint-Césaire,Quebec,City/Town,Registered,2012-01-01,
Saint-Charles-Borromée,Quebec,Municipality,Registered,2012-01-01,
Saint-Charles-de-Bellechasse,Quebec,Municipality,Registered,2012-01-01,
Saint-Charles-de-Bourget,Quebec,Municipality,Registered,2012-01-01,
Saint-Charles-Garnier,Quebec,Parish,Registered,2012-01-01,
Saint-Charles-sur-Richelieu,Quebec,Municipality,Registered,2012-01-01,
Saint-Christophe-d'Arthabaska,Quebec,Parish,Registered,2012-01-01,
Saint-Chrysostome,Quebec,Municipality,Registered,2012-01-01,
Saint-Claude,Quebec,Municipality,Registered,2012-01-01,
Saint-Clément,Quebec,Parish,Registered,2012-01-01,
Saint-Cléophas,Quebec,Parish,Registered,2012-01-01,
Saint-Cléophas-de-Brandon,Quebec,Municipality,Registered,2012-01-01,
Saint-Clet,Quebec,Municipality,Registered,2012-01-01,
Saint-Colomban,Quebec,City/Town,Registered,2012-01-01,
Saint-Côme,Quebec,Parish,Registered,2012-01-01,
Saint-Côme--Linière,Quebec,Municipality,Registered,2012-01-01,
Saint-Constant,Quebec,City/Town,Registered,2012-01-01,
Saint-Cuthbert,Quebec,Municipality,Registered,2012-01-01,
Saint-Cyprien,Quebec,Municipality,Registered,2012-01-01,
Saint-Cyprien,Quebec,Parish,Registered,2012-01-01,
Saint-Cyprien-de-Napierville,Quebec,Municipality,Registered,2012-01-01,
Saint-Cyrille-de-Lessard,Quebec,Parish,Registered,2012-01-01,
Saint-Cyrille-de-Wendover,Quebec,Municipality,Registered,2012-01-01,
Saint-Damase,Quebec,Municipality,Registered,2012-01-01,
Saint-Damase,Quebec,Parish,Registered,2012-01-01,
Saint-Damase-de-L'Islet,Quebec,Municipality,Registered,2012-01-01,
Saint-Damien,Quebec,Parish,Registered,2012-01-01,
Saint-Damien-de-Buckland,Quebec,Parish,Registered,2012-01-01,
Saint-David,Quebec,Municipality,Registered,2012-01-01,
Saint-David-de-Falardeau,Quebec,Municipality,Registered,2012-01-01,
Saint-Denis,Quebec,Parish,Registered,2012-01-01,
Saint-Denis-de-Brompton,Quebec,Parish,Registered,2012-01-01,
Saint-Denis-sur-Richelieu,Quebec,Municipality,Registered,2012-01-01,
Saint-Didace,Quebec,Parish,Registered,2012-01-01,
Saint-Dominique,Quebec,Municipality,Registered,2012-01-01,
Saint-Dominique-du-Rosaire,Quebec,Municipality,Registered,2012-01-01,
Saint-Donat,Quebec,Municipality,Registered,2012-01-01,
Saint-Donat,Quebec,Parish,Registered,2012-01-01,
Sainte-Adèle,Quebec,City/Town,Registered,2012-01-01,
Sainte-Agathe-de-Lotbinière,Quebec,Municipality,Registered,2012-01-01,
Sainte-Agathe-des-Monts,Quebec,City/Town,Registered,2012-01-01,
Sainte-Angèle-de-Mérici,Quebec,Municipality,Registered,2012-01-01,
Sainte-Angèle-de-Monnoir,Quebec,Municipality,Registered,2012-01-01,
Sainte-Angèle-de-Prémont,Quebec,Municipality,Registered,2012-01-01,
Sainte-Anne-de-Beaupré,Quebec,City/Town,Registered,2012-01-01,
Sainte-Anne-de-Bellevue,Quebec,City/Town,Registered,2012-01-01,
Sainte-Anne-de-la-Pérade,Quebec,Municipality,Registered,2012-01-01,
Sainte-Anne-de-la-Pocatière,Quebec,Parish,Registered,2012-01-01,
Sainte-Anne-de-la-Rochelle,Quebec,Municipality,Registered,2012-01-01,
Sainte-Anne-de-Sabrevois,Quebec,Parish,Registered,2012-01-01,
Sainte-Anne-des-Lacs,Quebec,Parish,Registered,2012-01-01,
Sainte-Anne-des-Monts,Quebec,City/Town,Registered,2012-01-01,
Sainte-Anne-de-Sorel,Quebec,Municipality,Registered,2012-01-01,
Sainte-Anne-des-Plaines,Quebec,City/Town,Registered,2012-01-01,
Sainte-Anne-du-Lac,Quebec,Municipality,Registered,2012-01-01,
Sainte-Anne-du-Sault,Quebec,Municipality,Registered,2012-01-01,
Sainte-Apolline-de-Patton,Quebec,Parish,Registered,2012-01-01,
Sainte-Aurélie,Quebec,Municipality,Registered,2012-01-01,
Sainte-Barbe,Quebec,Municipality,Registered,2012-01-01,
Sainte-Béatrix,Quebec,Municipality,Registered,2012-01-01,
Sainte-Brigide-d'Iberville,Quebec,Municipality,Registered,2012-01-01,
Sainte-Brigitte-de-Laval,Quebec,Municipality,Registered,2012-01-01,
Sainte-Brigitte-des-Saults,Quebec,Parish,Registered,2012-01-01,
Sainte-Catherine,Quebec,City/Town,Registered,2012-01-01,
Sainte-Catherine-de-Hatley,Quebec,Municipality,Registered,2012-01-01,
Sainte-Catherine-de-la-Jacques-Cartier,Quebec,City/Town,Registered,2012-01-01,
Sainte-Cécile-de-Lévrard,Quebec,Parish,Registered,2012-01-01,
Sainte-Cécile-de-Milton,Quebec,Municipality,Registered,2012-01-01,
Sainte-Cécile-de-Whitton,Quebec,Municipality,Registered,2012-01-01,
Sainte-Christine,Quebec,Parish,Registered,2012-01-01,
Sainte-Christine-d'Auvergne,Quebec,Municipality,Registered,2012-01-01,
Sainte-Claire,Quebec,Municipality,Registered,2012-01-01,
Sainte-Clotilde,Quebec,Municipality,Registered,2012-01-01,
Sainte-Clotilde-de-Beauce,Quebec,Municipality,Registered,2012-01-01,
Sainte-Clotilde-de-Horton,Quebec,Municipality,Registered,2012-01-01,
Sainte-Croix,Quebec,Municipality,Registered,2012-01-01,
Saint-Edmond-de-Grantham,Quebec,Parish,Registered,2012-01-01,
Saint-Edmond-les-Plaines,Quebec,Municipality,Registered,2012-01-01,
Saint-Édouard,Quebec,Municipality,Registered,2012-01-01,
Saint-Édouard-de-Fabre,Quebec,Parish,Registered,2012-01-01,
Saint-Édouard-de-Lotbinière,Quebec,Parish,Registered,2012-01-01,
Saint-Édouard-de-Maskinongé,Quebec,Municipality,Registered,2012-01-01,
Sainte-Edwidge-de-Clifton,Quebec,Township,Registered,2012-01-01,
Sainte-Élisabeth,Quebec,Parish,Registered,2012-01-01,
Sainte-Élizabeth-de-Warwick,Quebec,Municipality,Registered,2012-01-01,
Sainte-Émélie-de-l'Énergie,Quebec,Municipality,Registered,2012-01-01,
Sainte-Eulalie,Quebec,Municipality,Registered,2012-01-01,
Sainte-Euphémie-sur-Rivière-du-Sud,Quebec,Municipality,Registered,2012-01-01,
Sainte-Famille,Quebec,Parish,Registered,2012-01-01,
Sainte-Félicité,Quebec,Municipality,Registered,2012-01-01,
Sainte-Félicité,Quebec,Municipality,Registered,2012-01-01,
Sainte-Flavie,Quebec,Parish,Registered,2012-01-01,
Sainte-Florence,Quebec,Municipality,Registered,2012-01-01,
Sainte-Françoise,Quebec,Municipality,Registered,2012-01-01,
Sainte-Françoise,Quebec,Parish,Registered,2012-01-01,
Sainte-Geneviève-de-Batiscan,Quebec,Parish,Registered,2012-01-01,
Sainte-Geneviève-de-Berthier,Quebec,Parish,Registered,2012-01-01,
Sainte-Germaine-Boulé,Quebec,Municipality,Registered,2012-01-01,
Sainte-Gertrude-Manneville,Quebec,Municipality,Registered,2012-01-01,
Sainte-Hedwidge,Quebec,Municipality,Registered,2012-01-01,
Sainte-Hélène,Quebec,Municipality,Registered,2012-01-01,
Sainte-Hélène-de-Bagot,Quebec,Municipality,Registered,2012-01-01,
Sainte-Hélène-de-Chester,Quebec,Municipality,Registered,2012-01-01,
Sainte-Hélène-de-Mancebourg,Quebec,Parish,Registered,2012-01-01,
Sainte-Hénédine,Quebec,Parish,Registered,2012-01-01,
Sainte-Irène,Quebec,Parish,Registered,2012-01-01,
Sainte-Jeanne-d'Arc,Quebec,Parish,Registered,2012-01-01,
Sainte-Jeanne-d'Arc,Quebec,Village,Registered,2012-01-01,
Sainte-Julie,Quebec,City/Town,Registered,2012-01-01,
Sainte-Julienne,Quebec,Municipality,Registered,2012-01-01,
Sainte-Justine,Quebec,Municipality,Registered,2012-01-01,
Sainte-Justine-de-Newton,Quebec,Municipality,Registered,2012-01-01,
Saint-Élie-de-Caxton,Quebec,Municipality,Registered,2012-01-01,
Saint-Éloi,Quebec,Parish,Registered,2012-01-01,
Sainte-Louise,Quebec,Parish,Registered,2012-01-01,
Saint-Elphège,Quebec,Parish,Registered,2012-01-01,
Sainte-Luce,Quebec,Municipality,Registered,2012-01-01,
Sainte-Lucie-de-Beauregard,Quebec,Municipality,Registered,2012-01-01,
Sainte-Lucie-des-Laurentides,Quebec,Municipality,Registered,2012-01-01,
Saint-Elzéar,Quebec,Municipality,Registered,2012-01-01,
Saint-Elzéar,Quebec,Municipality,Registered,2012-01-01,
Saint-Elzéar-de-Témiscouata,Quebec,Municipality,Registered,2012-01-01,
Sainte-Madeleine,Quebec,Village,Registered,2012-01-01,
Sainte-Madeleine-de-la-Rivière-Madeleine,Quebec,Municipality,Registered,2012-01-01,
Sainte-Marcelline-de-Kildare,Quebec,Municipality,Registered,2012-01-01,
Sainte-Marguerite,Quebec,Parish,Registered,2012-01-01,
Sainte-Marguerite-du-Lac-Masson,Quebec,City/Town,Registered,2012-01-01,
Sainte-Marguerite-Marie,Quebec,Municipality,Registered,2012-01-01,
Sainte-Marie,Quebec,City/Town,Registered,2012-01-01,
Sainte-Marie-de-Blandford,Quebec,Municipality,Registered,2012-01-01,
Sainte-Marie-Madeleine,Quebec,Parish,Registered,2012-01-01,
Sainte-Marie-Salomé,Quebec,Parish,Registered,2012-01-01,
Sainte-Marthe,Quebec,Municipality,Registered,2012-01-01,
Sainte-Marthe-sur-le-Lac,Quebec,City/Town,Registered,2012-01-01,
Sainte-Martine,Quebec,Municipality,Registered,2012-01-01,
Sainte-Mélanie,Quebec,Municipality,Registered,2012-01-01,
Saint-Émile-de-Suffolk,Quebec,Municipality,Registered,2012-01-01,
Sainte-Monique,Quebec,Municipality,Registered,2012-01-01,
Sainte-Monique,Quebec,Municipality,Registered,2012-01-01,
Sainte-Paule,Quebec,Municipality,Registered,2012-01-01,
Sainte-Perpétue,Quebec,Municipality,Registered,2012-01-01,
Sainte-Perpétue,Quebec,Parish,Registered,2012-01-01,
Sainte-Pétronille,Quebec,Village,Registered,2012-01-01,
Saint-Éphrem-de-Beauce,Quebec,Municipality,Registered,2012-01-01,
Saint-Épiphane,Quebec,Municipality,Registered,2012-01-01,
Sainte-Praxède,Quebec,Parish,Registered,2012-01-01,
Sainte-Rita,Quebec,Municipality,Registered,2012-01-01,
Sainte-Rose-de-Watford,Quebec,Municipality,Registered,2012-01-01,
Sainte-Rose-du-Nord,Quebec,Parish,Registered,2012-01-01,
Sainte-Sabine,Quebec,Municipality,Registered,2012-01-01,
Sainte-Sabine,Quebec,Parish,Registered,2012-01-01,
Sainte-Séraphine,Quebec,Parish,Registered,2012-01-01,
Sainte-Sophie,Quebec,Municipality,Registered,2012-01-01,
